Id,SalePrice_est
1756,122307.95879139827
1757,111216.1958562138
1758,147455.28103675164
1759,168097.08237190967
1760,158388.5674314436
1761,152870.41767076124
1762,184829.87333765157
1763,201259.6249300668
1764,110922.01804883915
1765,197532.86635826415
1766,185410.49517137857
1767,215850.84378127527
1768,140596.35523127185
1769,163794.75309668708
1770,148109.8677419074
1771,115593.27971447617
1772,138327.85417924795
1773,122740.51370334622
1774,152481.38957284277
1775,131951.86233618465
1776,135939.3341769738
1777,102081.79366933311
1778,140875.17165087888
1779,119839.27996903475
1780,183203.27553133472
1781,125884.32254442744
1782,72800.4696420259
1783,136787.58886063442
1784,99895.85073853908
1785,142523.8743695944
1786,129373.20812097647
1787,184127.89529958143
1788,63695.69313408589
1789,104121.45952734089
1790,46709.43732121984
1791,206501.3803077443
1792,163502.1942266591
1793,127430.71228042558
1794,163006.859295894
1795,132670.93869270638
1796,147789.28675201026
1797,135816.0894106087
1798,112369.07706032023
1799,101760.21071662927
1800,127114.87948869725
1801,123128.35167340361
1802,140344.27237156697
1803,165105.60557154453
1804,131572.86295547648
1805,136689.7898885905
1806,139312.37513616268
1807,149614.84313593258
1808,128101.35269104863
1809,129481.76276250483
1810,146491.24526440978
1811,94904.33242727975
1812,108538.60042487746
1813,123971.26408940666
1814,82089.43238424436
1815,36858.9616263841
1816,101676.54198124152
1817,108482.30761241229
1818,182515.49805331376
1819,149158.68112183697
1820,57116.526984303055
1821,120982.16720486981
1822,151645.9637227517
1823,39043.80040573019
1824,145161.35446163855
1825,152627.7814971973
1826,105900.34081590657
1827,94041.23966501893
1828,133440.3544230819
1829,135334.76267432657
1830,151610.69142256616
1831,163662.13433575924
1832,79304.78599700157
1833,159747.89289031047
1834,122126.08640676952
1835,118636.45783768306
1836,137910.4284638963
1837,75998.25622934857
1838,113274.97662830963
1839,97110.66491668693
1840,165294.42335477762
1841,141972.15263616559
1842,100490.08394980876
1843,117938.38739521735
1844,153153.75831766814
1845,142484.30419636366
1846,141195.77372793108
1847,191458.86723935275
1848,24691.213241004065
1849,120044.07944796358
1850,112781.27689835533
1851,150634.3690132168
1852,123101.22979694749
1853,117734.30695432641
1854,169794.3144189262
1855,154507.4719160608
1856,217446.05754872714
1857,159314.0107142555
1858,169006.26435746567
1859,129928.3821953586
1860,140489.6972525943
1861,128301.96487907608
1862,299172.4736048818
1863,297440.9417165426
1864,297457.3019514426
1865,366634.1623180703
1866,360507.85561110347
1867,219041.5745935357
1868,287405.9840182469
1869,202881.78165348654
1870,212702.91719128843
1871,270690.9326600616
1872,178812.32598217358
1873,214098.13072461289
1874,153138.268366445
1875,206391.6909985195
1876,192312.07883451087
1877,203229.92565345502
1878,203198.57035688023
1879,114157.27010497423
1880,130449.36128961913
1881,234610.63898185053
1882,239955.07234073506
1883,194672.08353533302
1884,208053.66377894566
1885,252214.26152216023
1886,298053.6465889652
1887,211447.16355737473
1888,249761.65810987103
1889,173109.58937298952
1890,106062.5679770167
1891,148545.88743466057
1892,86024.27485780865
1893,130746.32189730724
1894,114043.19523584613
1895,134313.33707038793
1896,125274.5270204974
1897,103001.26039736698
1898,116455.39733092762
1899,169566.1804088692
1900,158461.3757016012
1901,164479.86375439356
1902,159968.77613976033
1903,221194.9913656844
1904,154888.38932187948
1905,207221.1546651667
1906,155885.38743413318
1907,240721.27736260567
1908,111476.6642531169
1909,140014.96186622733
1910,123505.60476032911
1911,229833.69312788371
1912,306770.3326877492
1913,153906.17903338658
1914,60551.073387458295
1915,344743.7234288639
1916,32193.012387741575
1917,238917.84089026696
1918,134779.14825691673
1919,173918.52028966075
1920,166629.28034170932
1921,377860.4757604619
1922,347180.7333167462
1923,237983.09960714317
1924,214276.67706838265
1925,211903.07734800718
1926,382066.5312849367
1927,122558.5172464606
1928,149339.4942297022
1929,112579.00529762423
1930,140378.63952866584
1931,133777.49273871287
1932,137644.73740896498
1933,191589.5455409584
1934,178587.8503706465
1935,162678.70201620698
1936,206036.73538274254
1937,179110.6240015169
1938,174486.03630150293
1939,253491.9345296536
1940,203291.95530488272
1941,173677.14648145105
1942,184103.97643371872
1943,231286.8733660819
1944,370622.618194257
1945,392837.37193507235
1946,126369.02869727797
1947,349045.7647437864
1948,162596.74424878706
1949,243643.54232452138
1950,186402.11403277793
1951,242934.90858321855
1952,208983.12586479197
1953,170873.9599695609
1954,194164.7672268174
1955,130366.22068072676
1956,286815.7616144052
1957,152701.12000896395
1958,268902.84599354933
1959,141194.58857270973
1960,100938.99816215485
1961,117372.79112611037
1962,92314.18140331215
1963,105724.50794803913
1964,100740.13658233796
1965,141204.27512864402
1966,134154.68483139598
1967,299333.721772184
1968,417485.1800200725
1969,398107.66740155965
1970,407207.2829289775
1971,457989.28056311014
1972,362403.5024148199
1973,289145.31930591335
1974,344173.25844644033
1975,481186.2789679698
1976,267771.61024357495
1977,360978.2029974265
1978,357457.45319706475
1979,323017.6417714525
1980,197299.21203686518
1981,355735.2086458024
1982,212421.0228026875
1983,197407.95930581883
1984,193602.5438687141
1985,232282.65385020035
1986,201022.72356109865
1987,210312.15086226334
1988,175953.79321801956
1989,197396.69558721216
1990,209917.84785540553
1991,226046.79317795194
1992,220114.56305647458
1993,178103.46386831996
1994,240693.39590050254
1995,184866.6017124007
1996,291374.23479288816
1997,347697.597038431
1998,314542.963983611
1999,302041.09534966154
2000,318262.04692770005
2001,294356.90442134714
2002,247473.66279491532
2003,236493.4127873268
2004,260938.52567085522
2005,236995.68170423116
2006,214881.60410271972
2007,240414.17749114652
2008,213975.96889836923
2009,202501.14752612897
2010,195168.6435963249
2011,150649.91197613216
2012,179533.7913119968
2013,172745.98801615596
2014,182819.3589910072
2015,197680.72313683183
2016,193154.97264237938
2017,198691.2789981397
2018,122773.4063985232
2019,133740.19121838076
2020,93782.4579275804
2021,92533.40637749361
2022,173042.44515881213
2023,154625.88556834983
2024,310080.3696812937
2025,366532.9400028602
2026,168550.70236479395
2027,155891.9303571366
2028,162883.99131748412
2029,171657.73813916685
2030,260420.95224983853
2031,237772.66535978863
2032,272428.91488575924
2033,251733.81723993324
2034,174132.32656241918
2035,220808.63809665572
2036,203121.18947205693
2037,205765.2879533214
2038,330699.40281418257
2039,216981.00990007992
2040,302854.71459001425
2041,295613.34413635987
2042,211222.21376370837
2043,172222.62107795526
2044,187150.9536164367
2045,198573.27792562556
2046,138161.23364069636
2047,147903.06586012672
2048,142265.1275868791
2049,137369.0081847174
2050,174785.88309138757
2051,114374.99715195672
2052,129531.31590174236
2053,142447.79684541648
2054,84142.51140161158
2055,160383.15096122262
2056,158707.75762589404
2057,107460.64751339646
2058,205527.69462902815
2059,125468.6016240603
2060,174750.28543863492
2061,189200.69407895306
2062,125208.525051354
2063,113404.0112227743
2064,124717.72383448991
2065,118133.07507216236
2066,186749.58072686166
2067,143120.38633505098
2068,143756.1833831961
2069,89694.9612687046
2070,116077.32809099669
2071,89551.86373389236
2072,147685.8872130714
2073,137077.35178705226
2074,155348.29972578603
2075,162664.77473472754
2076,111113.1832109367
2077,146411.83897691904
2078,112141.78053189901
2079,142092.7391797103
2080,122385.30450342213
2081,128212.20483972508
2082,130870.28548206692
2083,156284.87346230488
2084,100009.30418274726
2085,115499.40650899845
2086,148846.10159193212
2087,135749.7316342374
2088,94596.02208345084
2089,66079.32343564571
2090,128779.42925095426
2091,75433.92213931384
2092,126765.34859630054
2093,162802.34274785826
2094,119520.46899790633
2095,112525.34404984837
2096,80305.74972778276
2097,98768.91619918618
2098,151839.77975296503
2099,26512.34394187483
2100,88751.58354846714
2101,87391.50923716552
2102,142069.49496521705
2103,93797.61153333893
2104,144153.22103329995
2105,141499.81084605516
2106,32596.432444391874
2107,206333.542919331
2108,114582.17288694553
2109,106031.2740896648
2110,128129.78807599407
2111,161041.76003392905
2112,143866.29241436522
2113,125476.63784198857
2114,125488.65337065402
2115,162839.23753621438
2116,108047.82385747414
2117,148925.75954647662
2118,115023.57793671146
2119,106513.70567180647
2120,113800.38586116149
2121,91891.2829954917
2122,104482.78963473476
2123,79549.97783486916
2124,177883.370671829
2125,146187.33914514066
2126,151828.4731180455
2127,183813.54147715354
2128,141532.79253018508
2129,92488.21756320217
2130,134723.11619183194
2131,134909.19116677472
2132,110745.29702742121
2133,120730.47116208832
2134,125129.44259654818
2135,95522.9854094178
2136,50892.367354709815
2137,113506.82708675912
2138,135295.34035471693
2139,142589.14744840562
2140,138843.63391925767
2141,176032.3940616736
2142,122144.30571891813
2143,145642.24302868254
2144,99800.27999164491
2145,140683.19028503785
2146,192157.0786492626
2147,133247.54301746452
2148,141175.6516399968
2149,148146.1121560418
2150,228331.35724399902
2151,113988.60693992855
2152,182897.3604206823
2153,187967.6328808179
2154,111064.63588801169
2155,137099.09776706947
2156,266636.44356505456
2157,222075.23449149926
2158,233212.01479244654
2159,227702.76006461782
2160,188655.81875937115
2161,230284.47506653995
2162,375255.6802369276
2163,356915.7400970552
2164,246238.3430175539
2165,206125.90490318617
2166,158193.99104322513
2167,224832.01707172638
2168,191570.35780161916
2169,194007.09199481778
2170,216715.73446846794
2171,161152.26158429382
2172,130109.3256024941
2173,179915.49586919253
2174,223782.20735089388
2175,260837.1565325756
2176,305198.2836875876
2177,235125.12502449303
2178,212128.42601159983
2179,138114.6681215718
2180,229458.40393064416
2181,195212.3292790948
2182,216602.82072186598
2183,190948.1831228317
2184,120038.01266665407
2185,140412.63268062248
2186,136482.14641152223
2187,149254.26065883445
2188,157996.30681460933
2189,374368.826528199
2190,79950.84164198999
2191,70088.12389417218
2192,68821.72232703197
2193,130947.53876753592
2194,103033.07064907232
2195,89270.4987722255
2196,128606.558637098
2197,110298.92401991849
2198,155366.7693691198
2199,176174.41415915472
2200,153412.42944180037
2201,150182.26400188127
2202,206473.5575224284
2203,145976.20443654747
2204,173663.5111103575
2205,133281.09502995788
2206,155099.19600174399
2207,206648.66059183882
2208,247219.4837370311
2209,217435.644182098
2210,113857.65273887174
2211,117613.98560984271
2212,120492.08593717999
2213,109430.02326459691
2214,145534.64733076826
2215,98286.01005637407
2216,156996.60194966372
2217,48415.15770815818
2218,96775.82832332196
2219,96159.5091395812
2220,40089.60804501205
2221,345202.8226360963
2222,311243.5919118769
2223,289488.53460259794
2224,208995.49853871285
2225,131941.79515307816
2226,189098.79887126826
2227,196048.41415374386
2228,286565.368726265
2229,239494.0821704385
2230,155175.09750440743
2231,212914.51715984082
2232,169025.2874673988
2233,172597.17248412978
2234,246937.1267093524
2235,241899.60181806807
2236,240048.4851213704
2237,301562.08981108794
2238,202631.2614042305
2239,125995.15803185574
2240,168249.25112091817
2241,142744.35789177453
2242,119928.73445221358
2243,135552.36886102002
2244,96997.90712224609
2245,111418.18456849421
2246,142943.03335685105
2247,121832.82866718202
2248,118492.13260904638
2249,111319.73601548662
2250,122430.04336710104
2251,121111.20216646264
2252,177015.56193732598
2253,157885.44575106996
2254,176430.00467781466
2255,191512.0233936076
2256,182945.4205753532
2257,216074.6770657816
2258,154264.49979486846
2259,173850.5072599674
2260,142093.8113898
2261,218326.84495947888
2262,235450.4510202324
2263,365162.6112699912
2264,427906.60652100126
2265,171858.19166265268
2266,318733.0369166139
2267,365647.3928520272
2268,429362.3103141764
2269,152019.34292515006
2270,183692.86368256854
2271,209436.5532694686
2272,212433.43291952336
2273,153877.5150897351
2274,172198.9408252563
2275,145022.09410773104
2276,200283.02181355096
2277,192431.19110039622
2278,153078.91635925334
2279,129516.16622934071
2280,110323.88134627865
2281,164877.60133436543
2282,173709.08825779363
2283,108632.79261946618
2284,129690.22413339262
2285,133149.16154049567
2286,116226.28284977422
2287,399707.0478365818
2288,293096.9968761771
2289,335947.29287169856
2290,439964.9844839927
2291,347995.0029382234
2292,422941.71374472615
2293,456962.5536645072
2294,396269.63132144127
2295,437509.53561156115
2296,271439.71320127824
2297,387164.85024997324
2298,376606.6622074755
2299,350024.64771452104
2300,326315.8031909601
2301,328387.80268609576
2302,250662.5624795606
2303,245865.67358323158
2304,253516.23872329423
2305,209950.14364632464
2306,202509.9307364775
2307,207936.8325430752
2308,217995.69667676883
2309,314137.84891251
2310,206874.52863180445
2311,213681.56886006298
2312,179999.49015950735
2313,179029.55537055852
2314,184827.9965327795
2315,182869.4249204363
2316,210626.5167794707
2317,189776.416094955
2318,187537.1456964371
2319,188415.18812830653
2320,182652.16269281012
2321,243064.12664692014
2322,189417.69155333168
2323,205713.05315983633
2324,185742.97456891395
2325,211328.11126398208
2326,179864.34405735694
2327,202381.42722288283
2328,220406.72797878354
2329,188467.52646473036
2330,180968.66998204446
2331,335797.73064223013
2332,415894.23045503726
2333,326141.86927425105
2334,284655.27718278696
2335,312244.0406325498
2336,316646.32235910895
2337,200913.76296536444
2338,241904.2489391606
2339,213696.0191786582
2340,379956.6370672814
2341,208208.83051300692
2342,221309.87200411776
2343,209066.91515370115
2344,222803.02406097026
2345,223188.0228319767
2346,210213.89814853563
2347,200750.83298223815
2348,238921.2376915944
2349,180859.71214672358
2350,315813.92122244183
2351,281327.6796702872
2352,242301.3848880567
2353,242949.14939274493
2354,152465.40447024934
2355,158195.47995657191
2356,158844.43601303973
2357,189627.00108780467
2358,196873.90687489705
2359,125549.1640686109
2360,116244.3435616971
2361,146994.93936802557
2362,259461.76820035707
2363,156953.46959121092
2364,166801.63073363886
2365,211043.39766711532
2366,189365.3970511738
2367,217095.58920526865
2368,223781.61543866587
2369,209722.26984710785
2370,167934.62144820933
2371,167769.35777493555
2372,192910.184710042
2373,285595.82475568535
2374,314902.3027190288
2375,241777.75890815095
2376,284965.64330874133
2377,317639.06646577787
2378,145280.83686680716
2379,230237.69113115256
2380,154926.62702769157
2381,172631.9837584426
2382,209037.5189591811
2383,193611.4886385725
2384,232487.32650598447
2385,159991.09673275132
2386,130153.044364696
2387,132552.3215437733
2388,107141.16584480849
2389,112375.0230067165
2390,143647.95400351167
2391,129656.92711411606
2392,107403.81031643042
2393,158179.2848841012
2394,144578.89022528654
2395,207362.71378834904
2396,144932.86534751323
2397,212744.3762254396
2398,128001.97091958538
2399,59816.95932747533
2400,65296.671743156796
2401,119238.40745370513
2402,138032.61683629322
2403,134464.30645880252
2404,146410.4548485516
2405,154696.07022212195
2406,132926.06688053967
2407,119472.7671238573
2408,147024.8769613151
2409,109258.86021488065
2410,189253.20511801654
2411,109227.02228931662
2412,154527.87403685547
2413,126118.14277601526
2414,167500.63776917648
2415,127035.48329000818
2416,124564.70571634744
2417,131740.6087885131
2418,128055.69244919742
2419,129125.01117056649
2420,115566.44681239886
2421,171787.8942851981
2422,103962.65727272053
2423,124008.18810285265
2424,147205.73796133287
2425,224067.8735276017
2426,117360.00563823321
2427,136023.7997986078
2428,182758.18158338792
2429,100046.6777928393
2430,133377.80613332806
2431,101958.40754941881
2432,132001.79546666463
2433,136461.34082818317
2434,133429.04871443936
2435,149004.91164186518
2436,109604.45022610645
2437,101392.8381144214
2438,110272.16270318461
2439,106140.13313254442
2440,126622.4506566437
2441,105216.46011178652
2442,91168.6974766825
2443,136336.01258970212
2444,114902.86115494848
2445,85538.32796284156
2446,146323.76125034568
2447,189996.4159735928
2448,137021.24801232226
2449,112653.13105851879
2450,151934.07960091092
2451,124615.81849680717
2452,207843.85311322147
2453,98110.6341503369
2454,114883.04004819781
2455,111826.9454843466
2456,142046.697673484
2457,122058.55303117601
2458,129550.00105939778
2459,106034.71135241531
2460,146943.98313723138
2461,139315.1517645172
2462,132368.49771074293
2463,132131.14559816112
2464,182478.1485797696
2465,142601.16863492553
2466,124844.368951022
2467,146574.94058672266
2468,84190.91438001345
2469,78170.01380671287
2470,208654.83220901102
2471,216787.23361787456
2472,173525.55707793622
2473,105158.46211282208
2474,66618.3451823245
2475,228361.3277475269
2476,104711.84764171693
2477,103636.13057310879
2478,139525.55683297082
2479,110690.63650171529
2480,158696.01951902985
2481,126865.5464370142
2482,111846.49738415738
2483,104698.63460320694
2484,124598.0620125928
2485,130753.84109876768
2486,144952.17659914173
2487,194478.90227248878
2488,160726.74517846145
2489,154611.2097593107
2490,146595.5035396709
2491,102316.81931790622
2492,192255.28076024444
2493,157623.47542179955
2494,150951.49728493608
2495,99011.17207472168
2496,242729.79089921515
2497,158535.20092907397
2498,98762.54467529134
2499,75720.78047377564
2500,110106.61948656359
2501,140127.48420916157
2502,154511.12291772058
2503,96878.937795135
2504,195458.20663399293
2505,221370.951940121
2506,247278.37382739084
2507,271497.8806600181
2508,245517.6108196256
2509,210389.1631401461
2510,203358.621247094
2511,178482.85420330823
2512,229116.47251323092
2513,223854.16490550595
2514,277918.2589415314
2515,140541.47832028556
2516,172333.67261245678
2517,144898.28362985607
2518,151266.94190356834
2519,238448.12699195533
2520,208703.80330937204
2521,193137.36922909494
2522,218356.43211777636
2523,117522.20594822068
2524,120145.91944329816
2525,125649.00333399189
2526,131603.94760261534
2527,118516.19915323007
2528,122166.14285774821
2529,159203.00982550354
2530,130904.40436424493
2531,260865.45502820617
2532,222655.32231434406
2533,199742.5389006515
2534,248804.17564742157
2535,277849.9291133019
2536,225790.07019771857
2537,236129.62215609863
2538,190140.2573348745
2539,192576.2922992493
2540,187194.59233895494
2541,184003.45838374304
2542,173767.97728148167
2543,131479.43129149877
2544,116783.30149504989
2545,135368.95675944863
2546,127126.85179783223
2547,142357.7028688306
2548,172357.18207541754
2549,155211.19562970594
2550,651998.5340641276
2551,161092.66893693747
2552,130471.77742910199
2553,67081.13061853837
2554,85133.85462149007
2555,106592.07905372817
2556,81080.36843769382
2557,102745.02064825012
2558,180847.34438649841
2559,150454.55885871363
2560,148399.54168980866
2561,150353.28379820316
2562,151908.00677346246
2563,154404.31670433294
2564,196961.66727331447
2565,153847.3801958822
2566,155425.7129898105
2567,128734.69716442915
2568,198351.97781750967
2569,204381.50832866534
2570,116415.86355683325
2571,192536.00390968434
2572,168195.82669378555
2573,218044.01887933997
2574,337735.8185366845
2575,136683.1162756908
2576,134952.11939480275
2577,161886.94248018498
2578,86638.63967607755
2579,32745.27486285854
2580,106292.7424134524
2581,122119.45993810662
2582,130527.2973822509
2583,284554.3073521486
2584,162863.12273094954
2585,179396.3405938538
2586,211276.7976676326
2587,194701.80341580464
2588,142972.05800564223
2589,144478.5806727318
2590,198782.41271128537
2591,271693.7160821346
2592,216886.40440826915
2593,251578.92526373416
2594,173281.40597498184
2595,217799.3552084635
2596,276922.9689021451
2597,205404.60155465663
2598,281039.33992296044
2599,365742.7074566006
2600,222128.310333406
2601,163312.09745639656
2602,73059.86767824947
2603,85763.62953510322
2604,83245.16252402487
2605,70838.01333801413
2606,134430.01641940896
2607,224771.9889236568
2608,205377.16515677917
2609,176298.4455662042
2610,104174.93836873792
2611,140783.60784789576
2612,157654.22848475107
2613,126903.36142253088
2614,114487.46101333907
2615,159257.06487169047
2616,148215.8655787264
2617,197313.22095588525
2618,234896.58632025088
2619,208049.18287794135
2620,185598.45318110025
2621,175864.9328931283
2622,184958.2424071595
2623,227103.82045301236
2624,269687.3574636538
2625,282660.4259050257
2626,165749.97340409702
2627,172344.3448888996
2628,429198.0192238856
2629,480645.92101081344
2630,356255.41868297826
2631,438744.0508604753
2632,390720.33717322996
2633,307975.05141086574
2634,413807.2025996528
2635,149154.4177296166
2636,181018.81727625162
2637,216273.6208581187
2638,265774.3824860134
2639,180141.8638997267
2640,144366.79396366433
2641,97757.35869491086
2642,180800.6889350034
2643,106306.50828493295
2644,107848.22348035211
2645,107156.90446415357
2646,90969.8641850846
2647,107349.96467395371
2648,137530.92567268928
2649,162441.6224677649
2650,136678.4301406132
2651,135209.97529580575
2652,380622.7287659725
2653,249373.4964889139
2654,275375.00674291654
2655,405316.1263956493
2656,322737.28020531486
2657,367177.44959906174
2658,332327.7370346566
2659,341500.77538800286
2660,356591.75071848335
2661,368345.0261938048
2662,390480.8123984148
2663,265587.9195929366
2664,307185.4662808783
2665,334700.74974472425
2666,301416.3702662045
2667,181757.3861801271
2668,191129.14591173097
2669,189858.7259340233
2670,267177.17779539793
2671,191956.67933869697
2672,192462.58501712192
2673,197623.64133418264
2674,192986.95186637883
2675,185528.92704785673
2676,196248.25274783134
2677,197470.89052039746
2678,252777.98957973832
2679,283075.6383134886
2680,298768.1283740104
2681,416042.85768020817
2682,321094.3893037329
2683,496889.72968866414
2684,342541.8148734842
2685,344428.0735185223
2686,237668.6261280514
2687,278420.9288928736
2688,211916.26495810028
2689,206158.38725676417
2690,377262.8021828888
2691,194879.34719459075
2692,152443.97329976322
2693,199598.28457776684
2694,157904.1432899052
2695,194457.18982479567
2696,184247.86891583324
2697,187325.59784970013
2698,210006.17255549645
2699,171393.76129650505
2700,148109.0755511923
2701,157814.44706661202
2702,113491.89177190332
2703,150324.49904974576
2704,134212.93218741185
2705,111732.85646609818
2706,105959.46636916895
2707,133066.8325963329
2708,122458.97467965027
2709,111225.95380425868
2710,123186.66376773998
2711,322617.74629176623
2712,401177.2237023213
2713,164104.5987790195
2714,153067.39894337847
2715,171150.6348414117
2716,147807.7172687036
2717,201296.3868066642
2718,215876.31897924253
2719,128970.03459851771
2720,183617.23323794006
2721,133629.49705523124
2722,180731.56205815106
2723,147031.64211759425
2724,139442.9865714377
2725,125686.30544074038
2726,139060.09786854644
2727,157935.1460775471
2728,182326.3529515729
2729,145465.0772415932
2730,141711.8678588077
2731,126243.63134045961
2732,121523.80754697928
2733,156611.69099000227
