PassengerId,Survived_pred,Prob_surv
981,1,0.8731775140182934
982,1,0.5401536467799457
983,0,0.14663483781632364
984,1,0.9261373973290313
985,0,0.14665859101944134
986,0,0.1620518471664732
987,0,0.14497164632090356
988,1,0.7403335926096489
989,0,0.14749793177625292
990,1,0.6522321273695787
991,0,0.1511787382758111
992,1,0.8926457892416527
993,0,0.13408970846548376
994,0,0.1511771714625528
995,0,0.14533114285255863
996,1,0.8705145745962779
997,0,0.14983368916803577
998,0,0.15820464071639204
999,0,0.1511771714625528
1000,0,0.14672155503286943
1001,0,0.15060944306542648
1002,0,0.14736721399505212
1003,1,0.8556999502919465
1004,1,0.8662796254169388
1005,1,0.8451910426690502
1006,1,0.8018643184405697
1007,0,0.19221384967775382
1008,0,0.1527159556187284
1009,1,0.8117900584886081
1010,0,0.14347145320394367
1011,1,0.8677192569526219
1012,1,0.8173575575258274
1013,0,0.15409449845486722
1014,1,0.8962631531250398
1015,0,0.1465933828148118
1016,0,0.1511771714625528
1017,1,0.7939734102074871
1018,0,0.14564217035172694
1019,1,0.7979248582611151
1020,0,0.15248561614907005
1021,0,0.1448780125998832
1022,0,0.15030688241844248
1023,0,0.17288911936888982
1024,0,0.21420526187434472
1025,0,0.13793003452653851
1026,0,0.15113421900941879
1027,0,0.14487179194173852
1028,0,0.1548159690061602
1029,0,0.13919205184362735
1030,1,0.6650501442176582
1031,0,0.20919565293585515
1032,0,0.1515404793026215
1033,1,0.880595831638877
1034,0,0.24193579964496514
1035,0,0.13995455625435363
1036,0,0.15315062022325038
1037,0,0.1387158177331282
1038,0,0.1525482325674841
1039,0,0.1456439571780369
1040,0,0.15247790639261483
1041,0,0.12578462878259064
1042,1,0.8963158681567301
1043,0,0.1526203399027057
1044,0,0.13097503778503025
1045,1,0.681605295410429
1046,0,0.10823108078031306
1047,0,0.14486352090361007
1048,1,0.8635136233561937
1049,1,0.6647052463093005
1050,0,0.15315062022325038
1051,1,0.7193242272975171
1052,1,0.8556571403648658
1053,1,0.7237792779845353
1054,1,0.8631001654106538
1055,0,0.1465754411555787
1056,0,0.1522773633703801
1057,1,0.5360732376938205
1058,0,0.16410437723110136
1059,0,0.14771820858232695
1060,1,0.8584260985633125
1061,1,0.6623696641230074
1062,0,0.1466164453212787
1063,0,0.15401260226154784
1064,0,0.11106501646676353
1065,0,0.15265933801994153
1066,0,0.1498812476129307
1067,1,0.9162692707105328
1068,1,0.862037335652068
1069,0,0.20814171138126525
1070,1,0.7341934697870954
1071,1,0.7831126367397064
1072,0,0.14170683899219907
1073,0,0.16827687692193918
1074,1,0.8864372243395848
1075,0,0.1511771714625528
1076,1,0.8571419122898674
1077,0,0.15191489057757812
1078,1,0.9162654829099436
1079,0,0.12274022844429579
1080,0,0.15252125359131888
1081,0,0.15188186492510228
1082,0,0.1300526011764972
1083,0,0.15247801008359815
1084,0,0.39880207159575154
1085,0,0.1430030447763274
1086,1,0.8389734122825782
1087,0,0.15114739842238883
1088,1,0.700265798979674
1089,1,0.6446174704180381
1090,0,0.14065528544877356
1091,1,0.684822680694725
1092,1,0.8620034678685305
1093,1,0.8968724473766528
1094,0,0.38739973217756546
1095,1,0.9311681399068328
1096,0,0.13941920600791333
1097,0,0.15554334554806004
1098,1,0.8441830979046745
1099,0,0.1398322120184617
1100,1,0.8621794505498046
1101,0,0.1449759372461867
1102,0,0.15437807436692813
1103,0,0.14657893652425705
1104,0,0.1662426258235106
1105,1,0.7995464800576056
1106,0,0.2552450586045881
1107,0,0.15267001359459798
1108,1,0.8557929971995477
1109,0,0.3004280512445405
1110,1,0.8296924746759613
1111,0,0.14665859101944134
1112,1,0.8959951860355866
1113,0,0.14661568699541977
1114,1,0.8447002903561258
1115,0,0.1466166979135044
1116,1,0.8302973323064587
1117,1,0.8540600126323455
1118,0,0.14507691181758461
1119,1,0.8556727234747168
1120,0,0.1552013497465526
1121,0,0.14865692300240568
1122,0,0.1822426533901933
1123,1,0.8589340540620608
1124,0,0.11772823035396368
1125,0,0.1511699045981982
1126,0,0.16827152003509763
1127,0,0.14805152245551687
1128,0,0.26597104688162027
1129,0,0.17589216377337297
1130,1,0.8954858465245065
1131,1,0.8852689313638817
1132,1,0.8225539273270881
1133,1,0.8620161685384584
1134,0,0.17889595508501482
1135,0,0.14664438582261916
1136,0,0.11932813394013082
1137,0,0.15284064917337956
1138,1,0.8575094993994768
1139,0,0.09015861966957653
1140,1,0.8677192569526219
1141,1,0.7770780018275444
1142,1,0.9313837635045776
1143,0,0.1480504745286247
1144,0,0.16555391531135294
1145,0,0.14493564736980086
1146,0,0.15099680175079894
1147,0,0.1466164453212787
1148,0,0.1511771714625528
1149,0,0.14665859101944134
1150,1,0.8367184506202298
1151,0,0.14661683298389228
1152,0,0.10916568171458785
1153,0,0.1466163610240704
1154,1,0.8833294916466532
1155,1,0.8119926181687664
1156,0,0.14135915758682865
1157,0,0.1466450995364335
1158,0,0.15321372571799213
1159,0,0.1466164453212787
1160,1,0.6847010463560979
1161,0,0.15564096125534357
1162,0,0.1619795764147414
1163,0,0.1511771714625528
1164,1,0.8591453506657949
1165,1,0.8555313092178068
1166,0,0.15265960882245294
1167,1,0.8460080130900258
1168,0,0.14016072973459484
1169,0,0.1323348033093908
1170,0,0.13200410085653153
1171,0,0.14193836147185102
1172,1,0.6661240946294736
1173,1,0.7908545204348413
1174,1,0.8556727234747168
1175,1,0.9126221605999061
1176,1,0.8000708397791318
1177,0,0.15295925587445436
1178,0,0.1465933828148118
1179,0,0.17525414462226038
1180,0,0.15265933801994153
1181,0,0.14665859101944134
1182,0,0.15250835592314613
1183,1,0.8536548609447763
1184,0,0.15265933801994153
1185,0,0.15504271559998428
1186,0,0.15342409963379217
1187,0,0.14533795149754317
1188,1,0.9536594109422082
1189,0,0.15250788808020488
1190,0,0.15135935096862357
1191,0,0.1474908047686213
1192,0,0.15026695894743727
1193,0,0.1422431049619888
1194,0,0.10821493451875225
1195,0,0.14490199905646306
1196,1,0.8556727234747168
1197,1,0.8049000267917055
1198,0,0.43471370081843147
1199,1,0.8000963909352506
1200,0,0.16833806900624856
1201,1,0.5968093648822749
1202,0,0.1525001340168204
1203,0,0.16691099292118813
1204,0,0.14661844258367404
1205,1,0.8368099684430313
1206,1,0.8636201295221624
1207,1,0.8424287624475468
1208,0,0.31947134946809386
1209,0,0.1490773446608131
1210,0,0.14590739778852668
1211,0,0.1803199850054281
1212,0,0.14533114285255863
1213,0,0.1578007951636691
1214,0,0.13919205184362735
1215,0,0.15143171630221303
1216,1,0.8713975240940199
1217,0,0.14506973679922242
1218,1,0.8097925036407727
1219,0,0.1625841441305611
1220,0,0.13150158098305803
1221,0,0.14352510664444829
1222,1,0.8604667397577521
1223,0,0.15315839195882822
1224,0,0.15265960882245294
1225,1,0.8522045746618464
1226,0,0.14591035995949425
1227,0,0.15154113690828874
1228,0,0.14393936458833942
1229,0,0.23568805077676783
1230,0,0.13935243925985766
1231,0,0.15265933801994153
1232,0,0.15274334922072333
1233,0,0.1502394069072182
1234,0,0.47005472092218664
1235,1,0.7430866111672595
1236,0,0.08780036506167539
1237,1,0.6414627280510127
1238,0,0.13919205184362735
1239,1,0.7906102725239372
1240,0,0.13960825377277636
1241,1,0.8855149725845387
1242,1,0.8798644241023482
1243,0,0.13941920600791333
1244,0,0.16163510427261918
1245,0,0.17982953251836153
1246,1,0.7876398378195429
1247,0,0.15113866193523284
1248,1,0.8233125977212067
1249,0,0.14664367338423623
1250,0,0.1511771714625528
1251,1,0.5739240097142444
1252,0,0.17066443347007393
1253,1,0.9307866281310843
1254,1,0.8855149725845387
1255,0,0.145970660895019
1256,1,0.8914696614756635
1257,0,0.4642658281869776
1258,0,0.13644361027205523
1259,1,0.7037435491951066
1260,1,0.8790664918521658
1261,0,0.14164880510231798
1262,0,0.15937810006092396
1263,1,0.8549727245783283
1264,0,0.15643016271059748
1265,0,0.15233700973760164
1266,1,0.8922942763304572
1267,1,0.8277432582173232
1268,0,0.37278455306691466
1269,0,0.14364324214563698
1270,0,0.1521231104806452
1271,0,0.14572525425566527
1272,0,0.1511771714625528
1273,0,0.1517049350684945
1274,1,0.6967730550595598
1275,1,0.5369067640669805
1276,0,0.14001119984504648
1277,1,0.8555985295003244
1278,0,0.1448694751892535
1279,0,0.14147434525215322
1280,0,0.1582122866309465
1281,0,0.16380903215630108
1282,0,0.16513138868527358
1283,1,0.888705653543754
1284,1,0.6365742910731315
1285,0,0.1508561477410003
1286,0,0.05989116101089646
1287,1,0.885366419847376
1288,0,0.15329978791512625
1289,1,0.8887939821166463
1290,0,0.14564207647832608
1291,0,0.15153446205137977
1292,1,0.8729290556516053
1293,0,0.1323307216178063
1294,1,0.9055562523557128
1295,0,0.18727929560073756
1296,0,0.1862857275687259
1297,0,0.16583467017484352
1298,0,0.15035614858731322
1299,0,0.2858654015823067
1300,1,0.8556454708325021
1301,1,0.7889029644664153
1302,1,0.8556727234747168
1303,1,0.860021854467222
1304,1,0.68416481808124
1305,0,0.14665859101944134
1306,1,0.8752262135828998
1307,0,0.1533924914939954
1308,0,0.14665859101944134
1309,0,0.1523282882687065
